SHOPP ID,Supplementary Activity
16268,Bus Bay/Turnout /Pull Out
16268,Class II Bike Lane 
16268,Bike Lane Gap Closure 
16268,Do Not Include
16315,Habitat Created 
16315,Habitat Created 
16315,Habitat Created 
16315,Habitat Created 
16315,Do Not Include
16628,Asphalt Pavement Preventive Treatment
16628,Improved Highway Geometry 
16628,Safety Treatment to Reduce Collisions
16628,Census Station 
16628,Restripe Bikeways 
16628,Class II Bike Lane 
16628,Lane Reduction  (Road Diet)
16628,Do Not Include
16628,Do Not Include
16629,Replace or Rehabilitate Culvert
16629,Replace or Rehabilitate Culvert
16629,Miscellaneous Drainage Work
16629,Miscellaneous Drainage Work
16629,Improved Highway Geometry 
16629,Rehabilitate or Install New Lighting
16629,Rumble Strips 
16629,Widen Shoulders 
16629,Safety Treatment to Reduce Collisions
16629,Census Station 
16629,Shoulders - New & Widening 
16629,Shoulders - New & Widening 
16629,Erosion Control
16629,Worker Safety - Miscellaneous Paving/Treatment
16629,Rock Slope Protection
16629,Do Not Include
16630,Asphalt Pavement Major Rehab
16630,Replace or Rehabilitate Culvert
16630,Replace or Rehabilitate Culvert
16630,Guard Rail 
16630,Rumble Strips 
16630,Widen Shoulders 
16630,Safety Treatment to Reduce Collisions
16630,Sign Panel Replacement
16630,Shoulders - New & Widening 
16630,Erosion Control
16630,Retaining Wall
16630,Class III Bike Routes 
16630,Do Not Include
16630,Do Not Include
16632,Flashing Beacons 
16632,Rehabilitate or Install New Lighting
16632,Signing 
16632,Worker Safety - Miscellaneous Paving/Treatment
16632,Do Not Include
16632,Do Not Include
16632,Do Not Include
16729,Do Not Include
16729,Do Not Include
16729,In Lieu Fee Program Established/Credit Purchase 
16729,Do Not Include
16729,Do Not Include
17528,Maintenance Facility 
17528,Maintenance Facility 
17528,Maintenance Facility 
17528,Maintenance Facility 
17528,Maintenance Facility 
17528,Maintenance Facility 
17528,Equipment Shop 
17663,Guard Rail 
17663,Improved Highway Geometry 
17663,Left-Turn Channelization 
17663,Pave Shoulders 
17663,Widen Shoulders 
17663,Safety Treatment to Reduce Collisions
17663,Shoulders - New & Widening 
17663,Do Not Include
17663,Do Not Include
17790,Guard Rail 
17790,Safety Treatment to Reduce Collisions
17790,Do Not Include
17790,Do Not Include
18060,Concrete Pavement Major Rehab
18060,Concrete Pavement Minor Rehab
18060,Guard Rail 
18060,Sign Panel Replacement
18060,Census Station 
18060,Do Not Include
18060,Do Not Include
18060,Do Not Include
18060,Do Not Include
18974,Asphalt Pavement Minor Rehab 
18974,Replace or Rehabilitate Culvert
18974,Replace or Rehabilitate Culvert
18974,Miscellaneous Drainage Work
18974,Census Station 
18974,Repair/upgrade or new curb ramp
18974,Do Not Include
18974,Do Not Include
18974,Do Not Include
18987,Asphalt Pavement Major Rehab
18987,Replace or Rehabilitate Culvert
18987,Replace or Rehabilitate Culvert
18987,Replace or Rehabilitate Culvert
18987,Replace or Rehabilitate Culvert
18987,Guard Rail 
18987,Census Station 
18987,Repair Existing Sidewalk 
18987,Repair/upgrade or new curb ramp
18987,Modify Driveway 
18987,New/Modify Crosswalk
18987,Do Not Include
18987,Class II Bike Lane 
18987,Curb Extensions/Bulb-Outs 
18987,Do Not Include
18987,Do Not Include
18991,Asphalt Pavement Major Rehab
18991,Guard Rail 
18991,Sign Panel Replacement
18991,Census Station 
18991,Repair/upgrade or new curb ramp
18991,Do Not Include
18991,Do Not Include
18991,Do Not Include
18991,Do Not Include
18994,Asphalt Pavement Major Rehab
18994,Census Station 
18994,Repair Existing Sidewalk 
18994,Repair/upgrade or new curb ramp
18994,Install Accessible Pedestrian Signal 
18994,Modify Driveway 
18994,Do Not Include
18994,Do Not Include
18994,Do Not Include
18994,Asphalt Pavement Major Rehab
18994,Census Station 
18994,Repair/upgrade or new curb ramp
18994,Do Not Include
18995,Asphalt Pavement Major Rehab
18995,Guard Rail 
18995,Rehabilitate or Install New Lighting
18995,Sign Panel Replacement
18995,Weigh-in-Motion System 
18995,Repair/upgrade or new curb ramp
18995,Do Not Include
18995,Do Not Include
18995,Do Not Include
18995,Do Not Include
19001,Bridge Rail 
19001,Do Not Include
19001,Do Not Include
19001,Asphalt Pavement Minor Rehab 
19001,Replace or Rehabilitate Culvert
19001,Replace or Rehabilitate Culvert
19001,Rehabilitate or Install New Lighting
19001,Census Station 
19001,Closed-Circuit Television 
19001,Worker Safety - Miscellaneous Paving/Treatment
19001,Do Not Include
19001,Do Not Include
19001,Bridge Rail 
19001,Do Not Include
19001,Do Not Include
19004,Bridge Rail 
19004,Do Not Include
19004,Asphalt Pavement Minor Rehab 
19004,Guard Rail 
19004,Improved Highway Geometry 
19004,Rehabilitate or Install New Lighting
19004,Sign Panel Replacement
19004,Census Station 
19004,New Sidewalk 
19004,Repair/upgrade or new curb ramp
19004,Do Not Include
19004,Worker Safety - Miscellaneous Paving/Treatment
19004,Do Not Include
19004,Do Not Include
19005,Asphalt Pavement Major Rehab
19005,Replace or Rehabilitate Culvert
19005,Replace or Rehabilitate Culvert
19005,Replace or Rehabilitate Culvert
19005,Replace or Rehabilitate Culvert
19005,Guard Rail 
19005,Rehabilitate or Install New Lighting
19005,Sign Panel Replacement
19005,Intersection Improvements 
19005,Class II Bike Lane 
19005,Class III Bike Routes 
19005,Do Not Include
19005,Do Not Include
19012,Asphalt Pavement Minor Rehab
19012,Replace or Rehabilitate Culvert
19012,Replace or Rehabilitate Culvert
19012,Sign Panel Replacement
19012,Do Not Include
19012,Do Not Include
19012,Do Not Include
19012,Do Not Include
19018,Asphalt Pavement Minor Rehab
19018,Guard Rail 
19018,Signing 
19018,Sign Panel Replacement
19018,Do Not Include
19018,Do Not Include
19018,Do Not Include
19018,Do Not Include
19022,Material And Testing Laboratory 
19022,Do Not Include
19022,Do Not Include
19023,Shoulders - New & Widening 
19023,New Sidewalk 
19023,Repair Existing Sidewalk 
19023,Repair/Upgrade or New Curb Ramp
19023,Repair/upgrade or new curb ramp
19023,Modify Driveway 
19023,Do Not Include
19023,Do Not Include
19023,Do Not Include
20339,Bridge Rail 
20339,Do Not Include
20339,Do Not Include
20339,Concrete Pavement Major Rehab
20339,Replace or Rehabilitate Culvert
20339,Replace or Rehabilitate Culvert
20339,Median Barrier 
20339,Guard Rail 
20339,Rehabilitate or Install New Lighting
20339,Sign Panel Replacement
20339,Census Station 
20339,Do Not Include
20339,Do Not Include
20339,Do Not Include
20347,Asphalt Pavement Minor Rehab 
20347,Replace or Rehabilitate Culvert
20347,Replace or Rehabilitate Culvert
20347,Sign Panel Replacement
20347,Do Not Include
20347,Do Not Include
20351,Asphalt Pavement Major Rehab
20351,Asphalt Pavement Minor Rehab 
20351,Asphalt Pavement Minor Rehab 
20351,Replace or Rehabilitate Culvert
20351,Replace or Rehabilitate Culvert
20351,Sign Panel Replacement
20351,Census Station 
20351,Repair/upgrade or new curb ramp
20351,Do Not Include
20351,Worker Safety - Miscellaneous Paving/Treatment
20351,Class II Bike Lane 
20351,Do Not Include
20354,Asphalt Pavement Minor Rehab 
20354,Replace or Rehabilitate Culvert
20354,Replace or Rehabilitate Culvert
20354,Sign Panel Replacement
20354,Census Station 
20357,Asphalt Pavement Major Rehab
20357,Asphalt Pavement Minor Rehab 
20357,Replace or Rehabilitate Culvert
20357,Replace or Rehabilitate Culvert
20357,Sign Panel Replacement
20357,Census Station 
20357,Class II Bike Lane 
20357,Do Not Include
20430,Asphalt Pavement Major Rehab
20430,Asphalt Pavement Minor Rehab 
20430,Asphalt Pavement Minor Rehab 
20430,Replace or Rehabilitate Culvert
20430,Replace or Rehabilitate Culvert
20430,Widen Shoulders 
20430,Sign Panel Replacement
20430,Census Station 
20430,New Sidewalk 
20430,Repair/Upgrade or New Curb Ramp
20430,Do Not Include
20431,Asphalt Pavement Major Rehab
20431,Asphalt Pavement Minor Rehab 
20431,Replace or Rehabilitate Culvert
20431,Replace or Rehabilitate Culvert
20431,Sign Panel Replacement
20431,Census Station 
20431,New Sidewalk 
20431,New Sidewalk 
20431,Repair/Upgrade or New Curb Ramp
20431,Repair/Upgrade or New Curb Ramp
20431,Do Not Include
20431,Worker Safety - Miscellaneous Paving/Treatment
20431,Enhanced Crosswalk Visibility 
21125,Asphalt Pavement Minor Rehab
21125,Sign Panel Replacement
21125,Do Not Include
21125,Do Not Include
21125,Do Not Include
21125,Do Not Include
21125,Asphalt Pavement Minor Rehab
21125,Census Station 
21131,Asphalt Pavement Minor Rehab 
21131,Replace or Rehabilitate Culvert
21131,Replace or Rehabilitate Culvert
21131,Sign Panel Replacement
21131,Worker Safety - Safe Access
21136,Asphalt Pavement Minor Rehab 
21136,Replace or Rehabilitate Culvert
21136,Replace or Rehabilitate Culvert
21136,New Sidewalk 
21136,Repair/Upgrade or New Curb Ramp
21136,Repair/upgrade or new curb ramp
21136,Do Not Include
21136,Class II Bike Lane 
21136,Do Not Include
21138,Asphalt Pavement Minor Rehab 
21138,Replace or Rehabilitate Culvert
21138,Replace or Rehabilitate Culvert
21138,Sign Panel Replacement
21138,Census Station 
21138,Worker Safety - Safe Access
21138,Do Not Include
21138,Do Not Include
21143,Maintenance Facility 
21143,Do Not Include
21143,Do Not Include
21143,Do Not Include
21830,Maintenance Facility 
21985,Bridge Rehabilitation 
21985,Bridge Rehabilitation 
21985,Do Not Include
21985,Do Not Include
21986,Water & Wastewater Treatment  at Safety Roadside Rest Area 
22129,Commercial Vehicle Enforcement Station Improvements 
22242,Asphalt Pavement Minor Rehab 
22242,Replace or Rehabilitate Culvert
22242,Replace or Rehabilitate Culvert
22251,Asphalt Pavement Minor Rehab 
22251,Replace or Rehabilitate Culvert
22251,Replace or Rehabilitate Culvert
9198,Bridge Rehabilitation 
9198,Bridge Rehabilitation 
9198,Do Not Include
9198,Do Not Include
9198,Do Not Include
9198,Do Not Include
9205,Miscellaneous Drainage Work
9205,Guard Rail 
9205,Standard Slopes 
9205,Widen Shoulders 
9205,Safety Treatment to Reduce Collisions
9205,Do Not Include
9205,Do Not Include
9205,Do Not Include
9269,Bridge Preservation 
9269,Bridge Rail 
9269,Bridge Approach Slabs 
9269,Do Not Include
9269,Do Not Include
9269,Do Not Include
9269,Do Not Include
9290,Replace or Rehabilitate Culvert
9290,Replace or Rehabilitate Culvert
9290,New Culvert
9290,New Culvert
9290,Do Not Include
9290,Do Not Include
9290,Do Not Include
9376,Extinguishable Message Sign 
9376,Commercial Vehicle Enforcement Station Improvements 
9376,Class III Bike Routes 
9376,Do Not Include
9376,Do Not Include
11312,Replace or Rehabilitate Culvert
11312,Replace or Rehabilitate Culvert
11312,New Culvert
11312,Replace or Rehabilitate Culvert
11312,Do Not Include
11312,Do Not Include
11315,Water & Wastewater Treatment  at Safety Roadside Rest Area 
11319,Water & Wastewater Treatment  at Safety Roadside Rest Area 
11319,Do Not Include
11368,Bridge Rail 
11368,Bridge Widening 
11368,Do Not Include
11368,Do Not Include
11368,Asphalt Pavement Major Rehab
11368,Replace or Rehabilitate Culvert
11368,Replace or Rehabilitate Culvert
11368,Guard Rail 
11368,Pave Shoulders 
11368,Pedestrian Crossings 
11368,Standard Slopes 
11368,Widen Shoulders 
11368,Sign Panel Replacement
11368,Truck Climbing Lane 
11368,Repair Existing Sidewalk 
11368,Repair/upgrade or new curb ramp
11368,Modify Driveway 
11368,Upgrade/New Detectable Warning Surface 
11368,Do Not Include
11368,Class III Bike Routes 
11368,Park & Ride Lots 
11368,Do Not Include
11368,Do Not Include
13255,Miscellaneous Drainage Work
13255,Guard Rail 
13255,Safety Treatment to Reduce Collisions
13255,Do Not Include
13255,Do Not Include
13255,Do Not Include
13288,Bridge Replacement/New Construction 
13288,Bridge Replacement/New Construction 
13288,Bridge Rail 
13288,Do Not Include
13288,Do Not Include
13288,Do Not Include
13288,Do Not Include
13572,Asphalt Pavement Minor Rehab
13572,Repair/upgrade or new curb ramp
13572,Do Not Include
13572,Do Not Include
13602,Bridge Rail 
13602,Do Not Include
13602,Do Not Include
13602,Asphalt Pavement Minor Rehab
13602,Replace or Rehabilitate Culvert
13602,Replace or Rehabilitate Culvert
13602,Lane Widening 
13602,Safety Treatment to Reduce Collisions
13602,Do Not Include
13602,Do Not Include
13602,Do Not Include
13698,Replace or Rehabilitate Culvert
13698,Replace or Rehabilitate Culvert
13698,Replace or Rehabilitate Culvert
13698,Replace or Rehabilitate Culvert
13698,Miscellaneous Drainage Work
13698,Miscellaneous Drainage Work
13698,New Culvert
13698,New Culvert
13698,Do Not Include
13698,Do Not Include
13698,Do Not Include
13699,Replace or Rehabilitate Culvert
13699,Replace or Rehabilitate Culvert
13699,Do Not Include
13699,Do Not Include
13699,Do Not Include
13807,Bridge Rehabilitation 
13807,Bridge Rehabilitation 
13807,Bridge Rehabilitation 
13807,Do Not Include
13807,Do Not Include
13807,Do Not Include
13807,Do Not Include
14182,Bridge Rail 
14182,Bridge Rehabilitation 
14182,Bridge Rehabilitation 
14182,Do Not Include
14182,Do Not Include
14182,Do Not Include
14182,Do Not Include
14182,Do Not Include
14187,Asphalt Pavement Major Rehab
14187,Replace or Rehabilitate Culvert
14187,Replace or Rehabilitate Culvert
14187,Guard Rail 
14187,Rumble Strips 
14187,Sign Panel Replacement
14187,Census Station 
14187,Extinguishable Message Sign 
14187,Worker Safety - Miscellaneous Paving/Treatment
14187,Do Not Include
14187,Do Not Include
14187,Do Not Include
15793,Bridge Rail 
15793,Bridge Rehabilitation 
15793,Bridge Rehabilitation 
15793,Bridge Approach Slabs 
15793,Do Not Include
15793,Do Not Include
15793,Guard Rail 
15793,Roadside Weather Information Station 
15793,Do Not Include
15793,Do Not Include
15793,Do Not Include
15793,Do Not Include
15794,Bridge Preservation 
15794,Bridge Rail 
15794,Do Not Include
15794,Do Not Include
15794,Do Not Include
15794,Do Not Include
15794,Do Not Include
15794,Do Not Include
15816,Bridge Rail 
15816,Bridge Rehabilitation 
15816,Bridge Rehabilitation 
15816,Fish Passage Remediation 
15816,Do Not Include
15816,Asphalt Pavement Major Rehab
15816,Guard Rail 
15816,Rumble Strips 
15816,Do Not Include
15816,Do Not Include
15816,Do Not Include
15879,Bridge Rail 
15879,Bridge Widening 
15879,Do Not Include
15879,Do Not Include
15879,Concrete Pavement Major Rehab
15879,Asphalt Pavement Major Rehab
15879,Asphalt Pavement Major Rehab
15879,Replace or Rehabilitate Culvert
15879,Replace or Rehabilitate Culvert
15879,Census Station 
15879,Closed-Circuit Television 
15879,New Sidewalk 
15879,Repair Existing Sidewalk 
15879,Repair/Upgrade or New Curb Ramp
15879,Install Accessible Pedestrian Signal 
15879,Modify Driveway 
15879,New/Modify Crosswalk
15879,Upgrade/New Detectable Warning Surface 
15879,Do Not Include
15879,Class II Bike Lane 
15879,Class III Bike Routes 
15879,Do Not Include
15879,Curb Extensions/Bulb-Outs 
15879,Lane Narrowing 
15879,Transit Stop Improvements 
15879,New Transit Stops  
15879,Do Not Include
15879,Total Maximum Daily Load Mitigation  
15879,Do Not Include
15879,Do Not Include
15879,Do Not Include
15879,Asphalt Pavement Major Rehab
15879,Asphalt Pavement Major Rehab
16609,Bridge Replacement/New Construction 
16609,Bridge Replacement/New Construction 
16609,Bridge Rail 
16609,Do Not Include
16609,Do Not Include
16609,Do Not Include
16609,Do Not Include
16613,Bridge Rail 
16613,Bridge Rehabilitation 
16613,Bridge Rehabilitation 
16613,Fish Passage Remediation 
16613,Do Not Include
16613,Guard Rail 
16613,Sign Panel Replacement
